13101, "100  "
13101, "102  "
13101, "102  "
13101, "101  "
13101, "101  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "101  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "101  "
13101, "102  "
13101, "102  "
13101, "102  "
13101, "102  "
13101, "100  "
13101, "102  "
13101, "102  "
13101, "101  "
13101, "102  "
13101, "101  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
13101, "100  "
